====================================================================================================================================================================================
DEGRADED DATA EXPERIMENT - FULL RESULTS
Win comparison: Traffic vs GNN only  (Shortest path and Classifier are recorded but NOT included in wins/losses)
Date: 20260514_215944
Routes: 20, Scenarios: 6, Levels: 12
Runs per level: 120
====================================================================================================================================================================================

SUMMARY BY DEGRADATION LEVEL
(Wins = Traffic vs GNN comparison only; Ties = within 2-second threshold)

   Level |   GNN W | Traffic | Ties |  Win % |      Avg Times |        Δ |    Impr | Compute Times
  ------------------------------------------------------------------------------------------------------------------------
   minor |  35/119 |  20/119 |  64 |   29.4% | T: 881.1s G: 869.7s | Δ:  29.4s |    +1.3% | T:0.082s G:0.514s
     90% |   6/119 |  65/119 |  48 |    5.0% | T: 843.4s G: 876.9s | Δ:  34.1s |    +3.8% | T:0.093s G:0.523s
     80% |  15/119 |  61/119 |  43 |   12.6% | T: 847.7s G: 877.9s | Δ:  35.6s |    +3.4% | T:0.095s G:0.516s
     70% |  13/119 |  65/119 |  41 |   10.9% | T: 854.0s G: 888.3s | Δ:  41.1s |    +3.9% | T:0.095s G:0.530s
     60% |  20/119 |  63/119 |  36 |   16.8% | T: 861.6s G: 892.5s | Δ:  40.6s |    +3.5% | T:0.089s G:0.484s
     50% |  33/119 |  51/119 |  35 |   27.7% | T: 871.9s G: 895.8s | Δ:  43.7s |    +2.7% | T:0.088s G:0.485s
     40% |  39/119 |  50/119 |  30 |   32.8% | T: 891.9s G: 901.7s | Δ:  48.8s |    +1.1% | T:0.087s G:0.480s
     30% |  41/119 |  49/119 |  29 |   34.5% | T: 893.7s G: 900.6s | Δ:  43.3s |    +0.8% | T:0.086s G:0.483s
     20% |  45/119 |  44/119 |  30 |   37.8% | T: 922.4s G: 916.8s | Δ:  73.8s |    +0.6% | T:0.087s G:0.497s
     10% |  52/119 |  45/119 |  22 |   43.7% | T: 944.8s G: 944.7s | Δ:  72.4s |    +0.0% | T:0.092s G:0.518s
      5% |  62/119 |  35/119 |  22 |   52.1% | T: 967.8s G: 939.5s | Δ:  73.2s |    +2.9% | T:0.085s G:0.499s
      0% |  47/119 |  40/119 |  32 |   39.5% | T: 961.7s G: 955.4s | Δ:  34.6s |    +0.7% | T:0.081s G:0.494s


DETAILED RESULTS (per route)
   Level | Route                          | Scenario                            | Dist(km) |    Winner | Short(s)  Traf(s)   GNN(s)   Cls(s)
     40% | West to East                   | Normal traffic                      |    13.05 |   TRAFFIC |     1523     1457     1567     1707
     40% | North to South                 | Normal traffic                      |    11.58 |   TRAFFIC |     1221      880      950     1107
     40% | Pilaite to Pasilaiciai         | Normal traffic                      |     9.88 |       TIE |      929      929      929      929
     40% | Lazdynai to Antakalnis         | Normal traffic                      |    10.11 |   TRAFFIC |     1404      938     1026     1220
     40% | Pilaite to Fabijoniskes        | Normal traffic                      |    10.76 |   TRAFFIC |     1030     1038     1085     1209
     40% | Lazdynai to Jeruzale           | Normal traffic                      |     9.79 |   TRAFFIC |     1078      838      862     1035
     40% | South to Northeast             | Normal traffic                      |    11.13 |       GNN |     1716     1075     1072     1287
     40% | Ring road W to E               | Normal traffic                      |    16.35 |   TRAFFIC |     1920     1099     1115     1876
     40% | Grigiskes to Verkiai           | Normal traffic                      |    24.31 |   TRAFFIC |     1923     1759     1835     1855
     40% | Salininkai to Seskine          | Normal traffic                      |     9.30 |   TRAFFIC |     1079      737      812      741
     40% | Old Town loop                  | all bridges old town destroyed_optimistic |     1.53 |   TRAFFIC |      333      328      360      328
     40% | Gediminas Ave                  | all bridges old town destroyed_optimistic |     1.08 |       TIE |      237      249      249      234
     40% | Station to centre              | all bridges old town destroyed_optimistic |     1.69 |       TIE |      453      457      457      421
     40% | Uzupis internal                | all bridges old town destroyed_optimistic |     2.14 |       TIE |      368      368      368      368
     40% | Zirmunai to Naujamiestis       | all bridges old town destroyed_optimistic |     7.05 |   TRAFFIC |     1095      870     1123     1335
     40% | Antakalnis to centre           | all bridges old town destroyed_optimistic |     6.43 |       GNN |     1045     1042     1036     1350
     40% | Seskine to Old Town            | all bridges old town destroyed_optimistic |     6.73 |       GNN |      892      917      879     1010
     40% | Karoliniskes to Uzupis         | all bridges old town destroyed_optimistic |     7.84 |   TRAFFIC |     1161      974     1174     1165
     40% | Justiniskes to centre          | all bridges old town destroyed_optimistic |     7.18 |       GNN |      887     1096      883      898
     40% | Fabijoniskes to river          | all bridges old town destroyed_optimistic |     6.13 |       GNN |      669      690      669     1039
     40% | West to East                   | all bridges old town destroyed_optimistic |    13.05 |   TRAFFIC |     1523     1465     1487     1707
     40% | North to South                 | all bridges old town destroyed_optimistic |    11.93 |   TRAFFIC |     1375     1300     1307     1500
     40% | Pilaite to Pasilaiciai         | all bridges old town destroyed_optimistic |     9.88 |       TIE |      929      929      929     1108
     40% | Lazdynai to Antakalnis         | all bridges old town destroyed_optimistic |    10.30 |   TRAFFIC |     1116      938     1084     1031
     40% | Pilaite to Fabijoniskes        | all bridges old town destroyed_optimistic |    10.76 |       GNN |     1030     1171     1085     1209
     40% | Lazdynai to Jeruzale           | all bridges old town destroyed_optimistic |     9.79 |   TRAFFIC |     1078      920     1024     1035
     40% | South to Northeast             | all bridges old town destroyed_optimistic |    11.29 |   TRAFFIC |     1657     1287     1484     1287
     40% | Ring road W to E               | all bridges old town destroyed_optimistic |    16.39 |   TRAFFIC |     1109     1105     1115     1115
     40% | Grigiskes to Verkiai           | all bridges old town destroyed_optimistic |    26.28 |       GNN |     2530     2647     2361     2402
     40% | Salininkai to Seskine          | all bridges old town destroyed_optimistic |    10.27 |   TRAFFIC |     1221      991     1088     1118
     40% | Old Town loop                  | Car crashes in Lazdynai             |     1.53 |   TRAFFIC |      333      328      333      328
     40% | Gediminas Ave                  | Car crashes in Lazdynai             |     1.08 |       TIE |      237      234      234      234
     40% | Station to centre              | Car crashes in Lazdynai             |     1.69 |       TIE |      453      424      424      421
     40% | Uzupis internal                | Car crashes in Lazdynai             |     2.14 |       TIE |      368      368      368      368
     40% | Zirmunai to Naujamiestis       | Car crashes in Lazdynai             |     5.68 |       GNN |     1053      918      902     1122
     40% | Antakalnis to centre           | Car crashes in Lazdynai             |     3.93 |   TRAFFIC |      673      693      695      756
     40% | Seskine to Old Town            | Car crashes in Lazdynai             |     6.05 |       GNN |      759      786      731      779
     40% | Karoliniskes to Uzupis         | Car crashes in Lazdynai             |     7.56 |       GNN |     1114     1139     1071     1161
     40% | Justiniskes to centre          | Car crashes in Lazdynai             |     6.61 |       GNN |      785      771      736      808
     40% | Fabijoniskes to river          | Car crashes in Lazdynai             |     6.13 |       GNN |      669      712      691     1039
     40% | West to East                   | Car crashes in Lazdynai             |    13.05 |   TRAFFIC |     1523     1457     1585     1707
     40% | North to South                 | Car crashes in Lazdynai             |    11.58 |       TIE |     1221      880      880     1107
     40% | Pilaite to Pasilaiciai         | Car crashes in Lazdynai             |     9.88 |       TIE |      929      929      929     1108
     40% | Lazdynai to Antakalnis         | Car crashes in Lazdynai             |    10.11 |   TRAFFIC |     1404      926     1069     1220
     40% | Pilaite to Fabijoniskes        | Car crashes in Lazdynai             |    10.76 |       GNN |     1030     1139     1074     1209
     40% | Lazdynai to Jeruzale           | Car crashes in Lazdynai             |     9.79 |       GNN |     1078      867      865     1035
     40% | South to Northeast             | Car crashes in Lazdynai             |    11.13 |       GNN |     1716     1075     1072     1287
     40% | Ring road W to E               | Car crashes in Lazdynai             |    16.35 |   TRAFFIC |     1920     1099     1115     1876
     40% | Grigiskes to Verkiai           | Car crashes in Lazdynai             |    24.31 |       TIE |     1923     1701     1702     1855
     40% | Salininkai to Seskine          | Car crashes in Lazdynai             |     9.30 |       TIE |     1079      734      734      741
     40% | Old Town loop                  | Protest at seimas Closure on Gedimino pr. |     1.53 |   TRAFFIC |      333      328      360      328
     40% | Station to centre              | Protest at seimas Closure on Gedimino pr. |     1.69 |       TIE |      453      457      457      421
     40% | Uzupis internal                | Protest at seimas Closure on Gedimino pr. |     2.14 |       TIE |      368      368      368      368
     40% | Zirmunai to Naujamiestis       | Protest at seimas Closure on Gedimino pr. |     5.68 |   TRAFFIC |     1053      780      965     1091
     40% | Antakalnis to centre           | Protest at seimas Closure on Gedimino pr. |     3.93 |       GNN |      673      857      695      756
     40% | Seskine to Old Town            | Protest at seimas Closure on Gedimino pr. |     6.65 |       GNN |      952     1048      913      939
     40% | Karoliniskes to Uzupis         | Protest at seimas Closure on Gedimino pr. |     8.49 |       GNN |     1361     1340     1320     1484
     40% | Justiniskes to centre          | Protest at seimas Closure on Gedimino pr. |     6.61 |       GNN |      785      771      745      808
     40% | Fabijoniskes to river          | Protest at seimas Closure on Gedimino pr. |     6.13 |       GNN |      669      757      669     1039
     40% | West to East                   | Protest at seimas Closure on Gedimino pr. |    13.05 |       GNN |     1523     1463     1428     1707
     40% | North to South                 | Protest at seimas Closure on Gedimino pr. |    11.58 |   TRAFFIC |     1221      880      960     1107
     40% | Pilaite to Pasilaiciai         | Protest at seimas Closure on Gedimino pr. |     9.88 |       GNN |      929     1010      929     1108
     40% | Lazdynai to Antakalnis         | Protest at seimas Closure on Gedimino pr. |    10.30 |       GNN |     1116     1159     1073     1031
     40% | Pilaite to Fabijoniskes        | Protest at seimas Closure on Gedimino pr. |    10.76 |   TRAFFIC |     1030     1042     1085     1209
     40% | Lazdynai to Jeruzale           | Protest at seimas Closure on Gedimino pr. |     9.79 |       GNN |     1078      867      862     1035
     40% | South to Northeast             | Protest at seimas Closure on Gedimino pr. |    11.29 |       TIE |     1657     1072     1072     1287
     40% | Ring road W to E               | Protest at seimas Closure on Gedimino pr. |    16.39 |   TRAFFIC |     1109     1105     1115     1115
     40% | Grigiskes to Verkiai           | Protest at seimas Closure on Gedimino pr. |    24.31 |   TRAFFIC |     1923     1736     1746     1855
     40% | Salininkai to Seskine          | Protest at seimas Closure on Gedimino pr. |     9.30 |       GNN |     1079      752      734      741
     40% | Old Town loop                  | Shopping spree at Ozas while Ukmerges g. has construction |     1.53 |       TIE |      333      328      328      328
     40% | Gediminas Ave                  | Shopping spree at Ozas while Ukmerges g. has construction |     1.08 |       TIE |      237      234      234      234
     40% | Station to centre              | Shopping spree at Ozas while Ukmerges g. has construction |     1.69 |       TIE |      453      424      424      421
     40% | Uzupis internal                | Shopping spree at Ozas while Ukmerges g. has construction |     2.14 |       TIE |      368      368      368      368
     40% | Zirmunai to Naujamiestis       | Shopping spree at Ozas while Ukmerges g. has construction |     5.68 |   TRAFFIC |     1053      885      931     1091
     40% | Antakalnis to centre           | Shopping spree at Ozas while Ukmerges g. has construction |     3.93 |   TRAFFIC |      673      598      693      668
     40% | Seskine to Old Town            | Shopping spree at Ozas while Ukmerges g. has construction |     6.05 |   TRAFFIC |      759      729      845      779
     40% | Karoliniskes to Uzupis         | Shopping spree at Ozas while Ukmerges g. has construction |     7.56 |       GNN |     1114     1107     1100     1161
     40% | Justiniskes to centre          | Shopping spree at Ozas while Ukmerges g. has construction |     6.61 |       GNN |      785      823      737      808
     40% | Fabijoniskes to river          | Shopping spree at Ozas while Ukmerges g. has construction |     6.13 |       GNN |      669      735      691     1039
     40% | West to East                   | Shopping spree at Ozas while Ukmerges g. has construction |    13.05 |   TRAFFIC |     1523     1533     1593     1707
     40% | North to South                 | Shopping spree at Ozas while Ukmerges g. has construction |    11.58 |   TRAFFIC |     1221      880      960     1107
     40% | Pilaite to Pasilaiciai         | Shopping spree at Ozas while Ukmerges g. has construction |     9.88 |       TIE |      929      929      929     1108
     40% | Lazdynai to Antakalnis         | Shopping spree at Ozas while Ukmerges g. has construction |    10.11 |   TRAFFIC |     1404      938     1084     1220
     40% | Pilaite to Fabijoniskes        | Shopping spree at Ozas while Ukmerges g. has construction |    10.76 |       GNN |     1030     1182     1074     1209
     40% | Lazdynai to Jeruzale           | Shopping spree at Ozas while Ukmerges g. has construction |     9.79 |   TRAFFIC |     1078      838      842     1035
     40% | South to Northeast             | Shopping spree at Ozas while Ukmerges g. has construction |    11.13 |       GNN |     1716     1075     1072     1287
     40% | Ring road W to E               | Shopping spree at Ozas while Ukmerges g. has construction |    16.35 |   TRAFFIC |     1920     1105     1116     1876
     40% | Grigiskes to Verkiai           | Shopping spree at Ozas while Ukmerges g. has construction |    24.31 |   TRAFFIC |     1923     1736     1835     1855
     40% | Salininkai to Seskine          | Shopping spree at Ozas while Ukmerges g. has construction |     9.30 |       TIE |     1079      734      734      741
     40% | Old Town loop                  | Vingis park concert congestions + road closure |     1.53 |       TIE |      333      328      328      328
     40% | Gediminas Ave                  | Vingis park concert congestions + road closure |     1.08 |       TIE |      237      237      237      237
     40% | Station to centre              | Vingis park concert congestions + road closure |     1.69 |       TIE |      453      421      421      421
     40% | Uzupis internal                | Vingis park concert congestions + road closure |     2.14 |       TIE |      368      368      368      368
     40% | Zirmunai to Naujamiestis       | Vingis park concert congestions + road closure |     5.68 |       GNN |     1053      939      855     1091
     40% | Antakalnis to centre           | Vingis park concert congestions + road closure |     3.93 |       GNN |      673      665      598      668
     40% | Seskine to Old Town            | Vingis park concert congestions + road closure |     6.05 |   TRAFFIC |      759      759      762      779
     40% | Karoliniskes to Uzupis         | Vingis park concert congestions + road closure |     7.56 |   TRAFFIC |     1114     1061     1100     1161
     40% | Justiniskes to centre          | Vingis park concert congestions + road closure |     6.61 |   TRAFFIC |      785      755      840      808
     40% | Fabijoniskes to river          | Vingis park concert congestions + road closure |     6.13 |       GNN |      669      711      690     1039
     40% | West to East                   | Vingis park concert congestions + road closure |    13.05 |   TRAFFIC |     1523     1334     1585     1707
     40% | North to South                 | Vingis park concert congestions + road closure |    11.58 |   TRAFFIC |     1221      880      961     1107
     40% | Pilaite to Pasilaiciai         | Vingis park concert congestions + road closure |     9.88 |       TIE |      929      929      929     1108
     40% | Lazdynai to Antakalnis         | Vingis park concert congestions + road closure |    10.11 |   TRAFFIC |     1404      938     1015     1220
     40% | Pilaite to Fabijoniskes        | Vingis park concert congestions + road closure |    10.76 |       GNN |     1030     1139     1085     1209
     40% | Lazdynai to Jeruzale           | Vingis park concert congestions + road closure |     9.79 |       GNN |     1078      867      862     1035
     40% | South to Northeast             | Vingis park concert congestions + road closure |    11.13 |       TIE |     1716     1078     1078     1287
     40% | Ring road W to E               | Vingis park concert congestions + road closure |    16.35 |       TIE |     1920     1115     1115     1876
     40% | Grigiskes to Verkiai           | Vingis park concert congestions + road closure |    24.31 |       TIE |     1923     1705     1705     1855
     40% | Salininkai to Seskine          | Vingis park concert congestions + road closure |     9.30 |   TRAFFIC |     1079      730      733      741
     30% | Old Town loop                  | Normal traffic                      |     1.53 |   TRAFFIC |      333      328      333      328
     30% | Gediminas Ave                  | Normal traffic                      |     1.08 |       GNN |      237      249      237      234
     30% | Station to centre              | Normal traffic                      |     1.69 |       TIE |      453      453      453      421
     30% | Uzupis internal                | Normal traffic                      |     2.14 |       TIE |      368      368      368      368
     30% | Zirmunai to Naujamiestis       | Normal traffic                      |     5.68 |   TRAFFIC |     1053      844     1000     1091
     30% | Antakalnis to centre           | Normal traffic                      |     3.93 |       GNN |      673      737      618      756
     30% | Seskine to Old Town            | Normal traffic                      |     6.05 |       GNN |      759      781      739      779
     30% | Karoliniskes to Uzupis         | Normal traffic                      |     7.56 |   TRAFFIC |     1114     1051     1083     1161
     30% | Justiniskes to centre          | Normal traffic                      |     6.61 |   TRAFFIC |      785      801      807      808
     30% | Fabijoniskes to river          | Normal traffic                      |     6.13 |       GNN |      669      735      669     1039
     30% | West to East                   | Normal traffic                      |    13.05 |   TRAFFIC |     1523     1472     1591     1707
     30% | North to South                 | Normal traffic                      |    11.58 |   TRAFFIC |     1221      880      960     1107
     30% | Pilaite to Pasilaiciai         | Normal traffic                      |     9.88 |       TIE |      929      929      929     1108
     30% | Lazdynai to Antakalnis         | Normal traffic                      |    10.11 |   TRAFFIC |     1404      927     1084     1220
     30% | Pilaite to Fabijoniskes        | Normal traffic                      |    10.76 |       GNN |     1030     1120     1074     1217
     30% | Lazdynai to Jeruzale           | Normal traffic                      |     9.79 |   TRAFFIC |     1078      838      862     1035
     30% | South to Northeast             | Normal traffic                      |    11.13 |       TIE |     1716     1078     1078     1287
     30% | Ring road W to E               | Normal traffic                      |    16.35 |   TRAFFIC |     1920     1105     1115     1876
     30% | Grigiskes to Verkiai           | Normal traffic                      |    24.31 |       GNN |     1923     1835     1739     1855
     30% | Salininkai to Seskine          | Normal traffic                      |     9.30 |   TRAFFIC |     1079      801      812      737
     30% | Old Town loop                  | all bridges old town destroyed_optimistic |     1.53 |       TIE |      333      328      328      328
     30% | Gediminas Ave                  | all bridges old town destroyed_optimistic |     1.08 |       GNN |      237      249      237      237
     30% | Station to centre              | all bridges old town destroyed_optimistic |     1.69 |       TIE |      453      453      453      421
     30% | Uzupis internal                | all bridges old town destroyed_optimistic |     2.14 |       TIE |      368      368      368      368
     30% | Zirmunai to Naujamiestis       | all bridges old town destroyed_optimistic |     7.05 |       GNN |     1095      951      947     1335
     30% | Antakalnis to centre           | all bridges old town destroyed_optimistic |     6.43 |   TRAFFIC |     1045     1023     1074     1350
     30% | Seskine to Old Town            | all bridges old town destroyed_optimistic |     6.73 |       GNN |      892      918      878     1010
     30% | Karoliniskes to Uzupis         | all bridges old town destroyed_optimistic |     7.84 |       GNN |     1161     1241     1101     1165
     30% | Justiniskes to centre          | all bridges old town destroyed_optimistic |     7.18 |       GNN |      887      898      873      898
     30% | Fabijoniskes to river          | all bridges old town destroyed_optimistic |     6.13 |       GNN |      669      735      669     1039
     30% | West to East                   | all bridges old town destroyed_optimistic |    13.05 |   TRAFFIC |     1523     1457     1593     1707
     30% | North to South                 | all bridges old town destroyed_optimistic |    11.93 |       GNN |     1375     1298     1272     1500
     30% | Pilaite to Pasilaiciai         | all bridges old town destroyed_optimistic |     9.88 |       GNN |      929     1010      929     1108
     30% | Lazdynai to Antakalnis         | all bridges old town destroyed_optimistic |    10.30 |   TRAFFIC |     1116     1068     1073     1031
     30% | Pilaite to Fabijoniskes        | all bridges old town destroyed_optimistic |    10.76 |       GNN |     1030     1182     1085     1209
     30% | Lazdynai to Jeruzale           | all bridges old town destroyed_optimistic |     9.79 |       GNN |     1078     1069      995     1035
     30% | South to Northeast             | all bridges old town destroyed_optimistic |    11.29 |   TRAFFIC |     1657     1287     1369     1287
     30% | Ring road W to E               | all bridges old town destroyed_optimistic |    16.39 |   TRAFFIC |     1109     1105     1118     1115
     30% | Grigiskes to Verkiai           | all bridges old town destroyed_optimistic |    26.28 |   TRAFFIC |     2530     2310     2373     2402
     30% | Salininkai to Seskine          | all bridges old town destroyed_optimistic |    10.27 |   TRAFFIC |     1221     1088     1217     1118
     30% | Old Town loop                  | Car crashes in Lazdynai             |     1.53 |       TIE |      333      328      328      328
     30% | Gediminas Ave                  | Car crashes in Lazdynai             |     1.08 |       TIE |      237      237      237      234
     30% | Station to centre              | Car crashes in Lazdynai             |     1.69 |       TIE |      453      421      421      421
     30% | Uzupis internal                | Car crashes in Lazdynai             |     2.14 |   TRAFFIC |      368      368      431      368
     30% | Zirmunai to Naujamiestis       | Car crashes in Lazdynai             |     5.68 |   TRAFFIC |     1053      838      910     1122
     30% | Antakalnis to centre           | Car crashes in Lazdynai             |     3.93 |   TRAFFIC |      673      596      598      756
     30% | Seskine to Old Town            | Car crashes in Lazdynai             |     6.05 |       GNN |      759      781      741      774
     30% | Karoliniskes to Uzupis         | Car crashes in Lazdynai             |     7.56 |   TRAFFIC |     1114     1071     1104     1161
     30% | Justiniskes to centre          | Car crashes in Lazdynai             |     6.61 |       TIE |      785      840      840      808
     30% | Fabijoniskes to river          | Car crashes in Lazdynai             |     6.13 |       TIE |      669      669      669     1039
     30% | West to East                   | Car crashes in Lazdynai             |    13.05 |   TRAFFIC |     1523     1457     1534     1707
     30% | North to South                 | Car crashes in Lazdynai             |    11.58 |   TRAFFIC |     1221      880      950     1107
     30% | Pilaite to Pasilaiciai         | Car crashes in Lazdynai             |     9.88 |       TIE |      929      929      929     1108
     30% | Lazdynai to Antakalnis         | Car crashes in Lazdynai             |    10.11 |       GNN |     1404     1113     1084     1220
     30% | Pilaite to Fabijoniskes        | Car crashes in Lazdynai             |    10.76 |       GNN |     1030     1157     1085     1209
     30% | Lazdynai to Jeruzale           | Car crashes in Lazdynai             |     9.79 |       GNN |     1078      952      838     1035
     30% | South to Northeast             | Car crashes in Lazdynai             |    11.13 |   TRAFFIC |     1716     1072     1075     1287
     30% | Ring road W to E               | Car crashes in Lazdynai             |    16.35 |   TRAFFIC |     1920     1105     1115     1876
     30% | Grigiskes to Verkiai           | Car crashes in Lazdynai             |    24.31 |   TRAFFIC |     1923     1764     1849     1855
     30% | Salininkai to Seskine          | Car crashes in Lazdynai             |     9.30 |       GNN |     1079      733      730      741
     30% | Old Town loop                  | Protest at seimas Closure on Gedimino pr. |     1.53 |       TIE |      333      328      328      328
     30% | Station to centre              | Protest at seimas Closure on Gedimino pr. |     1.69 |       TIE |      453      424      424      421
     30% | Uzupis internal                | Protest at seimas Closure on Gedimino pr. |     2.14 |       TIE |      368      368      368      368
     30% | Zirmunai to Naujamiestis       | Protest at seimas Closure on Gedimino pr. |     5.68 |   TRAFFIC |     1053      716      987     1091
     30% | Antakalnis to centre           | Protest at seimas Closure on Gedimino pr. |     3.93 |       GNN |      673      695      693      756
     30% | Seskine to Old Town            | Protest at seimas Closure on Gedimino pr. |     6.65 |       GNN |      952      929      920      939
     30% | Karoliniskes to Uzupis         | Protest at seimas Closure on Gedimino pr. |     8.49 |       TIE |     1361     1061     1061     1484
     30% | Justiniskes to centre          | Protest at seimas Closure on Gedimino pr. |     6.61 |       GNN |      785      764      730      808
     30% | Fabijoniskes to river          | Protest at seimas Closure on Gedimino pr. |     6.13 |       GNN |      669      757      669      911
     30% | West to East                   | Protest at seimas Closure on Gedimino pr. |    13.05 |       GNN |     1523     1478     1470     1707
     30% | North to South                 | Protest at seimas Closure on Gedimino pr. |    11.58 |   TRAFFIC |     1221      880      950     1107
     30% | Pilaite to Pasilaiciai         | Protest at seimas Closure on Gedimino pr. |     9.88 |       TIE |      929      929      929     1108
     30% | Lazdynai to Antakalnis         | Protest at seimas Closure on Gedimino pr. |    10.30 |   TRAFFIC |     1116      927     1073     1031
     30% | Pilaite to Fabijoniskes        | Protest at seimas Closure on Gedimino pr. |    10.76 |       GNN |     1030     1185     1085     1209
     30% | Lazdynai to Jeruzale           | Protest at seimas Closure on Gedimino pr. |     9.79 |   TRAFFIC |     1078      862      865     1035
     30% | South to Northeast             | Protest at seimas Closure on Gedimino pr. |    11.29 |   TRAFFIC |     1657     1135     1154     1287
     30% | Ring road W to E               | Protest at seimas Closure on Gedimino pr. |    16.39 |   TRAFFIC |     1109     1105     1115     1115
     30% | Grigiskes to Verkiai           | Protest at seimas Closure on Gedimino pr. |    24.31 |   TRAFFIC |     1923     1736     1739     1855
     30% | Salininkai to Seskine          | Protest at seimas Closure on Gedimino pr. |     9.30 |       TIE |     1079      734      734      741
     30% | Old Town loop                  | Shopping spree at Ozas while Ukmerges g. has construction |     1.53 |       TIE |      333      328      328      328
     30% | Gediminas Ave                  | Shopping spree at Ozas while Ukmerges g. has construction |     1.08 |       GNN |      237      249      237      237
     30% | Station to centre              | Shopping spree at Ozas while Ukmerges g. has construction |     1.69 |   TRAFFIC |      453      421      424      421
     30% | Uzupis internal                | Shopping spree at Ozas while Ukmerges g. has construction |     2.14 |       TIE |      368      368      368      368
     30% | Zirmunai to Naujamiestis       | Shopping spree at Ozas while Ukmerges g. has construction |     5.68 |   TRAFFIC |     1053      969     1009     1091
     30% | Antakalnis to centre           | Shopping spree at Ozas while Ukmerges g. has construction |     3.93 |       GNN |      673      781      663      756
     30% | Seskine to Old Town            | Shopping spree at Ozas while Ukmerges g. has construction |     6.05 |       GNN |      759      789      741      779
     30% | Karoliniskes to Uzupis         | Shopping spree at Ozas while Ukmerges g. has construction |     7.56 |       GNN |     1114     1121     1082     1161
     30% | Justiniskes to centre          | Shopping spree at Ozas while Ukmerges g. has construction |     6.61 |       GNN |      785      821      736      808
     30% | Fabijoniskes to river          | Shopping spree at Ozas while Ukmerges g. has construction |     6.13 |       GNN |      669      690      669     1039
     30% | West to East                   | Shopping spree at Ozas while Ukmerges g. has construction |    13.05 |       GNN |     1523     1565     1487     1707
     30% | North to South                 | Shopping spree at Ozas while Ukmerges g. has construction |    11.58 |   TRAFFIC |     1221      880      950     1107
     30% | Pilaite to Pasilaiciai         | Shopping spree at Ozas while Ukmerges g. has construction |     9.88 |       TIE |      929      929      929     1108
     30% | Lazdynai to Antakalnis         | Shopping spree at Ozas while Ukmerges g. has construction |    10.11 |   TRAFFIC |     1404      927     1073     1220
     30% | Pilaite to Fabijoniskes        | Shopping spree at Ozas while Ukmerges g. has construction |    10.76 |   TRAFFIC |     1030     1042     1074     1209
     30% | Lazdynai to Jeruzale           | Shopping spree at Ozas while Ukmerges g. has construction |     9.79 |       TIE |     1078      862      862     1035
     30% | South to Northeast             | Shopping spree at Ozas while Ukmerges g. has construction |    11.13 |       TIE |     1716     1072     1072     1287
     30% | Ring road W to E               | Shopping spree at Ozas while Ukmerges g. has construction |    16.35 |       TIE |     1920     1115     1115     1876
     30% | Grigiskes to Verkiai           | Shopping spree at Ozas while Ukmerges g. has construction |    24.31 |   TRAFFIC |     1923     1736     1835     1855
     30% | Salininkai to Seskine          | Shopping spree at Ozas while Ukmerges g. has construction |     9.30 |   TRAFFIC |     1079      801      812      741
     30% | Old Town loop                  | Vingis park concert congestions + road closure |     1.53 |   TRAFFIC |      333      328      333      328
     30% | Gediminas Ave                  | Vingis park concert congestions + road closure |     1.08 |   TRAFFIC |      237      234      249      234
     30% | Station to centre              | Vingis park concert congestions + road closure |     1.69 |       TIE |      453      453      453      421
     30% | Uzupis internal                | Vingis park concert congestions + road closure |     2.14 |       TIE |      368      368      368      368
     30% | Zirmunai to Naujamiestis       | Vingis park concert congestions + road closure |     5.68 |   TRAFFIC |     1053      776      895     1122
     30% | Antakalnis to centre           | Vingis park concert congestions + road closure |     3.93 |       TIE |      673      618      617      756
     30% | Seskine to Old Town            | Vingis park concert congestions + road closure |     6.05 |       GNN |      759      748      741      774
     30% | Karoliniskes to Uzupis         | Vingis park concert congestions + road closure |     7.56 |       GNN |     1114     1116     1056     1161
     30% | Justiniskes to centre          | Vingis park concert congestions + road closure |     6.61 |       GNN |      785      793      730      808
     30% | Fabijoniskes to river          | Vingis park concert congestions + road closure |     6.13 |       GNN |      669      748      669     1039
     30% | West to East                   | Vingis park concert congestions + road closure |    13.05 |   TRAFFIC |     1523     1557     1585     1707
     30% | North to South                 | Vingis park concert congestions + road closure |    11.58 |   TRAFFIC |     1221      917      960     1107
     30% | Pilaite to Pasilaiciai         | Vingis park concert congestions + road closure |     9.88 |       GNN |      929      937      929      929
     30% | Lazdynai to Antakalnis         | Vingis park concert congestions + road closure |    10.11 |   TRAFFIC |     1404      938     1015     1220
     30% | Pilaite to Fabijoniskes        | Vingis park concert congestions + road closure |    10.76 |       GNN |     1030     1122     1085     1209
     30% | Lazdynai to Jeruzale           | Vingis park concert congestions + road closure |     9.79 |       GNN |     1078      925      862     1035
     30% | South to Northeast             | Vingis park concert congestions + road closure |    11.13 |   TRAFFIC |     1716     1072     1154     1287
     30% | Ring road W to E               | Vingis park concert congestions + road closure |    16.35 |   TRAFFIC |     1920     1105     1159     1876
     30% | Grigiskes to Verkiai           | Vingis park concert congestions + road closure |    24.31 |   TRAFFIC |     1923     1698     1842     1815
     30% | Salininkai to Seskine          | Vingis park concert congestions + road closure |     9.30 |       TIE |     1079      734      733      741
     20% | Old Town loop                  | Normal traffic                      |     1.53 |       TIE |      333      328      328      328
     20% | Gediminas Ave                  | Normal traffic                      |     1.08 |       GNN |      237      318      237      237
