data_level,route,scenario,is_crisis,route_distance_km,avg_route_duration_minutes,time_shortest_s,time_traffic_s,time_gnn_s,time_classifier_s,compute_time_shortest_s,compute_time_traffic_s,compute_time_gnn_s,compute_time_classifier_s,winner,seed
10,Antakalnis to centre,Normal traffic,False,3.93,11.04,673,652,652,756,0.043,0.075,0.414,0.126,TIE,79993619
10,Seskine to Old Town,Normal traffic,False,6.05,13.14,759,818,756,779,0.03,0.164,0.433,0.297,GNN,80004119
10,Karoliniskes to Uzupis,Normal traffic,False,7.56,18.58,1114,1116,1088,1161,0.028,0.069,0.425,0.209,GNN,79990919
10,Justiniskes to centre,Normal traffic,False,6.61,13.22,785,801,807,808,0.026,0.173,0.439,0.426,TRAFFIC,80006219
10,Fabijoniskes to river,Normal traffic,False,6.13,11.7,669,735,669,1039,0.032,0.086,0.382,0.316,GNN,80022319
10,West to East,Normal traffic,False,13.05,24.83,1523,1457,1554,1707,0.031,0.151,0.466,0.406,TRAFFIC,80050319
10,North to South,Normal traffic,False,11.58,17.51,1221,880,950,1107,0.05,0.108,0.656,0.34,TRAFFIC,80025319
10,Pilaite to Pasilaiciai,Normal traffic,False,9.88,15.55,929,937,929,1108,0.034,0.071,0.551,0.277,GNN,79990319
10,Lazdynai to Antakalnis,Normal traffic,False,10.11,21.0,1404,1116,1115,1220,0.028,0.07,0.555,0.304,TIE,80005519
10,Pilaite to Fabijoniskes,Normal traffic,False,10.76,17.43,1030,1061,1085,1209,0.029,0.082,0.663,0.336,TRAFFIC,79995319
10,Lazdynai to Jeruzale,Normal traffic,False,9.79,16.17,1078,862,1006,1035,0.028,0.11,0.572,0.351,TRAFFIC,79935319
10,South to Northeast,Normal traffic,False,11.13,29.82,1716,1862,1717,1287,0.044,0.098,0.502,0.338,GNN,79963319
10,Ring road W to E,Normal traffic,False,16.35,25.21,1920,1105,1115,1876,0.048,0.2,0.519,0.34,TRAFFIC,80055319
10,Grigiskes to Verkiai,Normal traffic,False,24.31,30.49,1923,1736,1835,1855,0.036,0.1,0.648,0.256,TRAFFIC,79967719
10,Salininkai to Seskine,Normal traffic,False,9.3,15.6,1079,793,812,741,0.043,0.075,0.488,0.29,TRAFFIC,79910319
10,Old Town loop,all bridges old town destroyed_optimistic,True,1.53,5.51,333,328,328,328,0.03,0.085,0.464,0.094,TIE,79976287
10,Gediminas Ave,all bridges old town destroyed_optimistic,True,1.08,3.92,237,234,237,234,0.031,0.067,0.528,0.095,TRAFFIC,79964287
10,Station to centre,all bridges old town destroyed_optimistic,True,1.69,7.28,453,421,421,421,0.025,0.082,0.514,0.087,TIE,79959487
10,Uzupis internal,all bridges old town destroyed_optimistic,True,2.14,6.13,368,368,368,368,0.025,0.072,0.568,0.102,TIE,79987487
10,Zirmunai to Naujamiestis,all bridges old town destroyed_optimistic,True,7.05,19.36,1095,1228,1072,1335,0.027,0.072,0.442,0.29,GNN,79982387
10,Antakalnis to centre,all bridges old town destroyed_optimistic,True,6.43,17.34,1045,1036,1036,1350,0.033,0.093,0.529,0.253,TIE,79991787
10,Seskine to Old Town,all bridges old town destroyed_optimistic,True,6.73,15.07,892,916,878,1010,0.026,0.073,0.505,0.291,GNN,80002287
10,Karoliniskes to Uzupis,all bridges old town destroyed_optimistic,True,7.84,19.35,1161,1161,1193,1165,0.029,0.081,0.478,0.275,TRAFFIC,79989087
10,Justiniskes to centre,all bridges old town destroyed_optimistic,True,7.18,15.0,887,913,897,898,0.028,0.07,0.427,0.319,GNN,80004387
10,Fabijoniskes to river,all bridges old town destroyed_optimistic,True,6.13,11.88,669,757,669,1039,0.024,0.086,0.492,0.312,GNN,80020487
10,West to East,all bridges old town destroyed_optimistic,True,13.05,27.11,1523,1730,1718,1707,0.051,0.098,0.529,0.211,GNN,80048487
10,North to South,all bridges old town destroyed_optimistic,True,11.93,22.35,1375,1307,1307,1500,0.031,0.12,0.543,0.2,TIE,80023487
10,Pilaite to Pasilaiciai,all bridges old town destroyed_optimistic,True,9.88,15.48,929,929,929,1108,0.047,0.103,0.514,0.341,TIE,79988487
10,Lazdynai to Antakalnis,all bridges old town destroyed_optimistic,True,10.3,19.06,1116,1171,1079,1031,0.028,0.097,0.579,0.308,GNN,80003687
10,Pilaite to Fabijoniskes,all bridges old town destroyed_optimistic,True,10.76,18.2,1030,1154,1085,1209,0.036,0.091,0.528,0.316,GNN,79993487
10,Lazdynai to Jeruzale,all bridges old town destroyed_optimistic,True,9.79,17.51,1078,1023,1023,1035,0.047,0.095,0.445,0.349,TIE,79933487
10,South to Northeast,all bridges old town destroyed_optimistic,True,11.29,25.98,1657,1461,1369,1287,0.048,0.087,0.519,0.344,GNN,79961487
10,Ring road W to E,all bridges old town destroyed_optimistic,True,16.39,18.45,1109,1105,1115,1115,0.034,0.07,0.632,0.336,TRAFFIC,80053487
10,Grigiskes to Verkiai,all bridges old town destroyed_optimistic,True,26.28,42.59,2530,2581,2438,2402,0.054,0.098,0.64,0.358,GNN,79965887
10,Salininkai to Seskine,all bridges old town destroyed_optimistic,True,10.27,20.35,1221,1221,1221,1118,0.029,0.082,0.486,0.175,TIE,79908487
10,Old Town loop,Car crashes in Lazdynai,True,1.53,5.51,333,328,333,328,0.027,0.083,0.558,0.104,TRAFFIC,79981160
10,Gediminas Ave,Car crashes in Lazdynai,True,1.08,3.95,237,237,237,234,0.025,0.09,0.65,0.094,TIE,79969160
10,Station to centre,Car crashes in Lazdynai,True,1.69,8.93,453,619,453,421,0.03,0.08,0.592,0.154,GNN,79964360
10,Uzupis internal,Car crashes in Lazdynai,True,2.14,6.81,368,449,368,368,0.025,0.068,0.632,0.101,GNN,79992360
10,Zirmunai to Naujamiestis,Car crashes in Lazdynai,True,5.68,17.32,1053,1025,1027,1091,0.044,0.217,0.563,0.486,TRAFFIC,79987260
10,Antakalnis to centre,Car crashes in Lazdynai,True,3.93,12.38,673,812,693,668,0.032,0.091,0.55,0.185,GNN,79996660
10,Seskine to Old Town,Car crashes in Lazdynai,True,6.05,12.82,759,779,741,779,0.031,0.107,0.647,0.332,GNN,80007160
10,Karoliniskes to Uzupis,Car crashes in Lazdynai,True,7.56,19.07,1114,1174,1059,1161,0.046,0.07,0.557,0.344,GNN,79993960
10,Justiniskes to centre,Car crashes in Lazdynai,True,6.61,13.36,785,818,744,808,0.041,0.116,0.513,0.29,GNN,80009260
10,Fabijoniskes to river,Car crashes in Lazdynai,True,6.13,11.7,669,735,669,1039,0.044,0.091,0.629,0.291,GNN,80025360
10,West to East,Car crashes in Lazdynai,True,13.05,24.83,1523,1457,1523,1707,0.03,0.072,0.555,0.342,TRAFFIC,80053360
10,North to South,Car crashes in Lazdynai,True,11.58,17.51,1221,880,950,1107,0.048,0.067,0.493,0.33,TRAFFIC,80028360
10,Pilaite to Pasilaiciai,Car crashes in Lazdynai,True,9.88,15.48,929,929,929,1108,0.047,0.073,0.572,0.236,TIE,79993360
10,Lazdynai to Antakalnis,Car crashes in Lazdynai,True,10.11,21.0,1404,1116,1084,1220,0.048,0.115,0.622,0.291,GNN,80008560
10,Pilaite to Fabijoniskes,Car crashes in Lazdynai,True,10.76,17.64,1030,1087,1085,1209,0.029,0.106,0.592,0.304,GNN,79998360
10,Lazdynai to Jeruzale,Car crashes in Lazdynai,True,9.79,17.43,1078,1014,1078,1035,0.043,0.076,0.559,0.18,TRAFFIC,79938360
10,South to Northeast,Car crashes in Lazdynai,True,11.13,23.23,1716,1072,1766,1287,0.028,0.067,0.443,0.294,TRAFFIC,79966360
10,Ring road W to E,Car crashes in Lazdynai,True,16.35,25.21,1920,1105,1271,1876,0.036,0.093,0.549,0.189,TRAFFIC,80058360
10,Grigiskes to Verkiai,Car crashes in Lazdynai,True,24.31,30.49,1923,1736,1835,1855,0.033,0.074,0.648,0.216,TRAFFIC,79970760
10,Salininkai to Seskine,Car crashes in Lazdynai,True,9.3,15.6,1079,793,1017,741,0.035,0.073,0.437,0.35,TRAFFIC,79913360
10,Old Town loop,Protest at seimas Closure on Gedimino pr.,True,1.53,5.51,333,328,328,328,0.041,0.074,0.59,0.111,TIE,79980718
10,Station to centre,Protest at seimas Closure on Gedimino pr.,True,1.69,7.55,453,453,453,421,0.041,0.09,0.669,0.144,TIE,79963918
10,Uzupis internal,Protest at seimas Closure on Gedimino pr.,True,2.14,6.13,368,368,368,368,0.028,0.093,0.47,0.083,TIE,79991918
10,Zirmunai to Naujamiestis,Protest at seimas Closure on Gedimino pr.,True,5.68,17.28,1053,1021,1027,1091,0.025,0.074,0.458,0.337,TRAFFIC,79986818
10,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,11.04,673,652,673,756,0.034,0.099,0.455,0.234,TRAFFIC,79996218
10,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,15.93,952,959,974,939,0.034,0.084,0.494,0.286,TRAFFIC,80006718
10,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,21.55,1361,1225,1061,1484,0.027,0.088,0.495,0.292,GNN,79993518
10,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,12.97,785,771,730,808,0.034,0.083,0.521,0.292,GNN,80008818
10,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.7,669,735,669,1039,0.029,0.081,0.476,0.285,GNN,80024918
10,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,26.41,1523,1646,1584,1707,0.029,0.086,0.535,0.333,GNN,80052918
10,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,17.51,1221,880,950,1107,0.03,0.097,0.457,0.328,TRAFFIC,80027918
10,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,16.09,929,1002,929,1108,0.027,0.074,0.484,0.315,GNN,79992918
10,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,18.6,1116,1116,1084,1031,0.042,0.093,0.431,0.175,GNN,80008118
10,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,17.64,1030,1087,1085,1209,0.027,0.08,0.443,0.155,GNN,79997918
10,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,15.97,1078,838,1010,1035,0.026,0.114,0.626,0.296,TRAFFIC,79937918
10,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,24.53,1657,1287,1076,1287,0.028,0.083,0.446,0.342,GNN,79965918
10,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.45,1109,1105,1115,1115,0.035,0.075,0.433,0.297,TRAFFIC,80057918
10,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.85,1923,1779,1842,1855,0.033,0.095,0.478,0.325,TRAFFIC,79970318
10,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,15.07,1079,730,1018,741,0.027,0.068,0.426,0.285,TRAFFIC,79912918
10,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.51,333,328,333,328,0.024,0.077,0.469,0.087,TRAFFIC,79977689
10,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,3.92,237,234,237,234,0.023,0.111,0.486,0.104,TRAFFIC,79965689
10,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.55,453,453,453,421,0.034,0.063,0.429,0.142,TIE,79960889
10,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.024,0.064,0.53,0.08,TIE,79988889
10,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,16.5,1053,927,922,1091,0.037,0.192,0.486,0.447,GNN,79983789
10,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,11.03,673,650,652,756,0.042,0.081,0.689,0.245,TRAFFIC,79993189
10,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,14.32,759,960,741,779,0.039,0.113,0.509,0.329,GNN,80003689
10,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,19.03,1114,1170,1083,1161,0.033,0.113,0.456,0.291,GNN,79990489
10,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,13.22,785,801,807,808,0.046,0.069,0.441,0.287,TRAFFIC,80005789
10,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,11.7,669,735,669,1039,0.025,0.081,0.509,0.288,GNN,80021889
10,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,27.17,1523,1737,1659,1707,0.052,0.123,0.563,0.317,GNN,80049889
10,North to South,Shopping spree at Ozas while Ukmerges g. has construction,True,11.58,17.51,1221,880,950,1107,0.032,0.069,0.462,0.341,TRAFFIC,80024889
10,Pilaite to Pasilaiciai,Shopping spree at Ozas while Ukmerges g. has construction,True,9.88,16.09,929,1002,929,1108,0.047,0.07,0.66,0.284,GNN,79989889
10,Lazdynai to Antakalnis,Shopping spree at Ozas while Ukmerges g. has construction,True,10.11,21.45,1404,1170,1084,1220,0.035,0.068,0.446,0.315,GNN,80005089
10,Pilaite to Fabijoniskes,Shopping spree at Ozas while Ukmerges g. has construction,True,10.76,17.64,1030,1087,1085,1209,0.032,0.093,0.404,0.306,GNN,79994889
10,Lazdynai to Jeruzale,Shopping spree at Ozas while Ukmerges g. has construction,True,9.79,15.97,1078,838,1033,1035,0.032,0.103,0.627,0.284,TRAFFIC,79934889
10,South to Northeast,Shopping spree at Ozas while Ukmerges g. has construction,True,11.13,23.23,1716,1072,1181,1287,0.046,0.09,0.483,0.292,TRAFFIC,79962889
10,Ring road W to E,Shopping spree at Ozas while Ukmerges g. has construction,True,16.35,25.21,1920,1105,1168,1876,0.033,0.077,0.558,0.324,TRAFFIC,80054889
10,Grigiskes to Verkiai,Shopping spree at Ozas while Ukmerges g. has construction,True,24.31,33.73,1923,2125,1842,1855,0.036,0.072,0.441,0.312,GNN,79967289
10,Salininkai to Seskine,Shopping spree at Ozas while Ukmerges g. has construction,True,9.3,15.07,1079,730,839,741,0.027,0.088,0.534,0.299,TRAFFIC,79909889
10,Old Town loop,Vingis park concert congestions + road closure,True,1.53,5.51,333,328,333,328,0.036,0.07,0.533,0.096,TRAFFIC,79980134
10,Gediminas Ave,Vingis park concert congestions + road closure,True,1.08,4.62,237,318,234,234,0.027,0.116,0.418,0.082,GNN,79968134
10,Station to centre,Vingis park concert congestions + road closure,True,1.69,7.55,453,453,453,421,0.023,0.083,0.5,0.089,TIE,79963334
10,Uzupis internal,Vingis park concert congestions + road closure,True,2.14,6.13,368,368,368,368,0.023,0.185,0.594,0.104,TIE,79991334
10,Zirmunai to Naujamiestis,Vingis park concert congestions + road closure,True,5.68,15.88,1053,852,1000,1091,0.025,0.079,0.461,0.21,TRAFFIC,79986234
10,Antakalnis to centre,Vingis park concert congestions + road closure,True,3.93,11.04,673,652,650,668,0.038,0.09,0.593,0.263,GNN,79995634
10,Seskine to Old Town,Vingis park concert congestions + road closure,True,6.05,13.03,759,805,762,779,0.026,0.066,0.471,0.28,GNN,80006134
10,Karoliniskes to Uzupis,Vingis park concert congestions + road closure,True,7.56,18.58,1114,1116,1053,1161,0.027,0.093,0.595,0.315,GNN,79992934
10,Justiniskes to centre,Vingis park concert congestions + road closure,True,6.61,13.95,785,889,807,808,0.026,0.082,0.455,0.289,GNN,80008234
10,Fabijoniskes to river,Vingis park concert congestions + road closure,True,6.13,13.26,669,922,690,1039,0.027,0.115,0.575,0.162,GNN,80024334
10,West to East,Vingis park concert congestions + road closure,True,13.05,24.88,1523,1463,1593,1707,0.031,0.087,0.517,0.327,TRAFFIC,80052334
10,North to South,Vingis park concert congestions + road closure,True,11.58,17.51,1221,880,950,1107,0.048,0.071,0.639,0.324,TRAFFIC,80027334
10,Pilaite to Pasilaiciai,Vingis park concert congestions + road closure,True,9.88,17.5,929,1171,929,929,0.035,0.075,0.471,0.294,GNN,79992334
10,Lazdynai to Antakalnis,Vingis park concert congestions + road closure,True,10.11,20.98,1404,1113,1084,1220,0.036,0.072,0.433,0.293,GNN,80007534
10,Pilaite to Fabijoniskes,Vingis park concert congestions + road closure,True,10.76,18.32,1030,1168,1085,1209,0.035,0.078,0.491,0.299,GNN,79997334
10,Lazdynai to Jeruzale,Vingis park concert congestions + road closure,True,9.79,16.69,1078,925,1001,1035,0.028,0.078,0.447,0.286,TRAFFIC,79937334
10,South to Northeast,Vingis park concert congestions + road closure,True,11.13,25.67,1716,1364,1784,1287,0.029,0.075,0.467,0.298,TRAFFIC,79965334
10,Ring road W to E,Vingis park concert congestions + road closure,True,16.35,25.21,1920,1105,1158,1876,0.044,0.077,0.475,0.31,TRAFFIC,80057334
10,Grigiskes to Verkiai,Vingis park concert congestions + road closure,True,24.31,31.77,1923,1890,1835,1855,0.04,0.078,0.505,0.314,GNN,79969734
10,Salininkai to Seskine,Vingis park concert congestions + road closure,True,9.3,15.07,1079,730,1018,741,0.037,0.089,0.518,0.293,TRAFFIC,79912334
5,Old Town loop,Normal traffic,False,1.53,5.51,333,328,360,328,0.024,0.204,0.536,0.242,TRAFFIC,79977619
5,Gediminas Ave,Normal traffic,False,1.08,3.92,237,234,234,234,0.029,0.064,0.465,0.085,TIE,79965619
5,Station to centre,Normal traffic,False,1.69,7.55,453,453,453,421,0.025,0.091,0.477,0.154,TIE,79960819
5,Uzupis internal,Normal traffic,False,2.14,6.13,368,368,368,368,0.032,0.072,0.449,0.111,TIE,79988819
5,Zirmunai to Naujamiestis,Normal traffic,False,5.68,18.07,1053,1116,1000,1091,0.036,0.078,0.399,0.399,GNN,79983719
5,Antakalnis to centre,Normal traffic,False,3.93,12.75,673,857,673,756,0.03,0.068,0.433,0.245,GNN,79993119
5,Seskine to Old Town,Normal traffic,False,6.05,12.86,759,784,762,779,0.04,0.15,0.489,0.317,GNN,80003619
5,Karoliniskes to Uzupis,Normal traffic,False,7.56,18.58,1114,1116,1048,1161,0.028,0.066,0.446,0.284,GNN,79990419
5,Justiniskes to centre,Normal traffic,False,6.61,12.97,785,771,730,808,0.026,0.17,0.447,0.44,GNN,80005719
5,Fabijoniskes to river,Normal traffic,False,6.13,11.88,669,757,669,1039,0.03,0.076,0.405,0.299,GNN,80021819
5,West to East,Normal traffic,False,13.05,24.83,1523,1457,1523,1707,0.037,0.187,0.485,0.407,TRAFFIC,80049819
5,North to South,Normal traffic,False,11.58,17.82,1221,917,950,1107,0.031,0.074,0.582,0.3,TRAFFIC,80024819
5,Pilaite to Pasilaiciai,Normal traffic,False,9.88,16.09,929,1002,929,1108,0.028,0.065,0.558,0.281,GNN,79989819
5,Lazdynai to Antakalnis,Normal traffic,False,10.11,20.91,1404,1105,1084,1220,0.037,0.069,0.515,0.324,GNN,80005019
5,Pilaite to Fabijoniskes,Normal traffic,False,10.76,18.2,1030,1154,1085,1209,0.03,0.093,0.421,0.306,GNN,79994819
5,Lazdynai to Jeruzale,Normal traffic,False,9.79,17.32,1078,1001,1001,1035,0.031,0.072,0.448,0.287,TIE,79934819
5,South to Northeast,Normal traffic,False,11.13,26.48,1716,1461,1181,1287,0.028,0.072,0.485,0.299,GNN,79962819
5,Ring road W to E,Normal traffic,False,16.35,25.21,1920,1105,1271,1876,0.036,0.181,0.541,0.503,TRAFFIC,80054819
5,Grigiskes to Verkiai,Normal traffic,False,24.31,30.49,1923,1736,1835,1855,0.035,0.077,0.639,0.315,TRAFFIC,79967219
5,Salininkai to Seskine,Normal traffic,False,9.3,17.19,1079,984,1099,741,0.029,0.102,0.594,0.281,TRAFFIC,79909819
5,Old Town loop,all bridges old town destroyed_optimistic,True,1.53,5.51,333,328,333,328,0.025,0.07,0.454,0.137,TRAFFIC,79975787
5,Gediminas Ave,all bridges old town destroyed_optimistic,True,1.08,3.92,237,234,234,234,0.032,0.078,0.475,0.091,TIE,79963787
5,Station to centre,all bridges old town destroyed_optimistic,True,1.69,7.55,453,453,453,421,0.025,0.072,0.597,0.169,TIE,79958987
5,Uzupis internal,all bridges old town destroyed_optimistic,True,2.14,6.13,368,368,368,368,0.025,0.099,0.551,0.085,TIE,79986987
5,Zirmunai to Naujamiestis,all bridges old town destroyed_optimistic,True,7.05,17.54,1095,1010,1091,1335,0.027,0.067,0.453,0.292,TRAFFIC,79981887
5,Antakalnis to centre,all bridges old town destroyed_optimistic,True,6.43,17.25,1045,1025,1045,1350,0.026,0.086,0.567,0.153,TRAFFIC,79991287
5,Seskine to Old Town,all bridges old town destroyed_optimistic,True,6.73,16.19,892,1051,892,1010,0.027,0.074,0.446,0.181,GNN,80001787
5,Karoliniskes to Uzupis,all bridges old town destroyed_optimistic,True,7.84,19.78,1161,1213,1156,1165,0.028,0.071,0.459,0.293,GNN,79988587
5,Justiniskes to centre,all bridges old town destroyed_optimistic,True,7.18,15.0,887,913,897,898,0.028,0.069,0.514,0.279,GNN,80003887
5,Fabijoniskes to river,all bridges old town destroyed_optimistic,True,6.13,11.7,669,735,690,1039,0.028,0.064,0.459,0.282,GNN,80019987
5,West to East,all bridges old town destroyed_optimistic,True,13.05,25.66,1523,1556,1523,1707,0.043,0.08,0.594,0.236,GNN,80047987
5,North to South,all bridges old town destroyed_optimistic,True,11.93,22.93,1375,1376,1307,1500,0.033,0.079,0.407,0.301,GNN,80022987
5,Pilaite to Pasilaiciai,all bridges old town destroyed_optimistic,True,9.88,16.09,929,1002,929,1108,0.028,0.065,0.494,0.317,GNN,79987987
5,Lazdynai to Antakalnis,all bridges old town destroyed_optimistic,True,10.3,18.51,1116,1105,1079,1031,0.03,0.071,0.441,0.294,GNN,80003187
5,Pilaite to Fabijoniskes,all bridges old town destroyed_optimistic,True,10.76,17.64,1030,1087,1085,1209,0.029,0.091,0.431,0.333,GNN,79992987
5,Lazdynai to Jeruzale,all bridges old town destroyed_optimistic,True,9.79,17.32,1078,1001,1001,1035,0.032,0.067,0.449,0.285,TIE,79932987
5,South to Northeast,all bridges old town destroyed_optimistic,True,11.29,25.98,1657,1461,1461,1287,0.028,0.072,0.427,0.297,TIE,79960987
5,Ring road W to E,all bridges old town destroyed_optimistic,True,16.39,18.45,1109,1105,1115,1115,0.034,0.075,0.437,0.303,TRAFFIC,80052987
5,Grigiskes to Verkiai,all bridges old town destroyed_optimistic,True,26.28,42.33,2530,2549,2366,2402,0.038,0.08,0.476,0.352,GNN,79965387
5,Salininkai to Seskine,all bridges old town destroyed_optimistic,True,10.27,20.35,1221,1221,1221,1118,0.048,0.07,0.538,0.288,TIE,79907987
5,Old Town loop,Car crashes in Lazdynai,True,1.53,5.51,333,328,328,328,0.024,0.068,0.445,0.093,TIE,79980660
5,Gediminas Ave,Car crashes in Lazdynai,True,1.08,3.92,237,234,237,234,0.041,0.071,0.487,0.088,TRAFFIC,79968660
5,Station to centre,Car crashes in Lazdynai,True,1.69,8.93,453,619,516,421,0.025,0.067,0.497,0.123,GNN,79963860
5,Uzupis internal,Car crashes in Lazdynai,True,2.14,6.13,368,368,368,368,0.025,0.07,0.478,0.07,TIE,79991860
5,Zirmunai to Naujamiestis,Car crashes in Lazdynai,True,5.68,16.96,1053,982,954,1091,0.044,0.195,0.462,0.4,GNN,79986760
5,Antakalnis to centre,Car crashes in Lazdynai,True,3.93,11.03,673,650,693,756,0.025,0.069,0.488,0.258,TRAFFIC,79996160
5,Seskine to Old Town,Car crashes in Lazdynai,True,6.05,12.86,759,784,741,779,0.026,0.068,0.508,0.295,GNN,80006660
5,Karoliniskes to Uzupis,Car crashes in Lazdynai,True,7.56,18.58,1114,1116,1059,1161,0.029,0.07,0.465,0.289,GNN,79993460
5,Justiniskes to centre,Car crashes in Lazdynai,True,6.61,12.8,785,751,730,808,0.028,0.098,0.44,0.289,GNN,80008760
5,Fabijoniskes to river,Car crashes in Lazdynai,True,6.13,11.88,669,757,669,1039,0.026,0.07,0.445,0.289,GNN,80024860
5,West to East,Car crashes in Lazdynai,True,13.05,24.83,1523,1457,1525,1707,0.034,0.074,0.451,0.298,TRAFFIC,80052860
5,North to South,Car crashes in Lazdynai,True,11.58,17.51,1221,880,950,1107,0.034,0.074,0.471,0.192,TRAFFIC,80027860
5,Pilaite to Pasilaiciai,Car crashes in Lazdynai,True,9.88,16.09,929,1002,929,1108,0.029,0.077,0.462,0.191,GNN,79992860
5,Lazdynai to Antakalnis,Car crashes in Lazdynai,True,10.11,21.0,1404,1116,1084,1220,0.028,0.069,0.525,0.293,GNN,80008060
5,Pilaite to Fabijoniskes,Car crashes in Lazdynai,True,10.76,18.61,1030,1203,1085,1209,0.027,0.066,0.448,0.184,GNN,79997860
5,Lazdynai to Jeruzale,Car crashes in Lazdynai,True,9.79,16.17,1078,862,1001,1035,0.037,0.078,0.568,0.307,TRAFFIC,79937860
5,South to Northeast,Car crashes in Lazdynai,True,11.13,24.14,1716,1181,1804,1287,0.031,0.08,0.501,0.176,TRAFFIC,79965860
5,Ring road W to E,Car crashes in Lazdynai,True,16.35,25.21,1920,1105,1115,1876,0.035,0.085,0.48,0.221,TRAFFIC,80057860
5,Grigiskes to Verkiai,Car crashes in Lazdynai,True,24.31,31.02,1923,1799,1835,1855,0.056,0.074,0.53,0.357,TRAFFIC,79970260
5,Salininkai to Seskine,Car crashes in Lazdynai,True,9.3,18.8,1079,1177,1104,741,0.045,0.073,0.492,0.177,GNN,79912860
5,Old Town loop,Protest at seimas Closure on Gedimino pr.,True,1.53,5.51,333,328,333,328,0.04,0.097,0.541,0.091,TRAFFIC,79980218
5,Station to centre,Protest at seimas Closure on Gedimino pr.,True,1.69,8.93,453,619,453,421,0.025,0.068,0.49,0.157,GNN,79963418
5,Uzupis internal,Protest at seimas Closure on Gedimino pr.,True,2.14,6.13,368,368,368,368,0.046,0.111,0.416,0.084,TIE,79991418
5,Zirmunai to Naujamiestis,Protest at seimas Closure on Gedimino pr.,True,5.68,17.32,1053,1025,899,1091,0.045,0.085,0.474,0.284,GNN,79986318
5,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,12.38,673,812,693,756,0.024,0.063,0.529,0.218,GNN,79995718
5,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,15.87,952,952,952,939,0.026,0.094,0.565,0.352,TIE,80006218
5,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,22.57,1361,1347,1068,1484,0.029,0.067,0.477,0.291,GNN,79993018
5,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,13.22,785,801,744,808,0.026,0.091,0.483,0.308,GNN,80008318
5,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.89,669,758,691,1039,0.026,0.092,0.516,0.285,GNN,80024418
5,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,25.66,1523,1556,1523,1707,0.03,0.065,0.652,0.3,GNN,80052418
5,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,17.51,1221,880,950,1107,0.039,0.069,0.484,0.29,TRAFFIC,80027418
5,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,15.48,929,929,929,1108,0.027,0.063,0.506,0.284,TIE,79992418
5,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,20.24,1116,1313,1079,1031,0.031,0.085,0.477,0.325,GNN,80007618
5,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,17.64,1030,1087,1085,1209,0.047,0.07,0.52,0.299,GNN,79997418
5,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,17.43,1078,1014,1047,1035,0.031,0.078,0.617,0.29,TRAFFIC,79937418
5,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,26.04,1657,1468,1369,1287,0.038,0.102,0.475,0.183,GNN,79965418
