data_level,route,scenario,is_crisis,route_distance_km,avg_route_duration_minutes,time_shortest_s,time_traffic_s,time_gnn_s,time_classifier_s,compute_time_shortest_s,compute_time_traffic_s,compute_time_gnn_s,compute_time_classifier_s,winner,seed
30,Uzupis internal,Protest at seimas Closure on Gedimino pr.,True,2.14,6.13,368,368,368,368,0.025,0.072,0.552,0.087,TIE,79993918
30,Zirmunai to Naujamiestis,Protest at seimas Closure on Gedimino pr.,True,5.68,14.74,1053,716,987,1091,0.121,0.076,0.418,0.327,TRAFFIC,79988818
30,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,11.4,673,695,693,756,0.026,0.076,0.46,0.227,GNN,79998218
30,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,15.68,952,929,920,939,0.028,0.077,0.485,0.291,GNN,80008718
30,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,20.18,1361,1061,1061,1484,0.029,0.081,0.47,0.343,TIE,79995518
30,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,12.91,785,764,730,808,0.028,0.086,0.465,0.292,GNN,80010818
30,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.88,669,757,669,911,0.029,0.073,0.437,0.192,GNN,80026918
30,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,25.01,1523,1478,1470,1707,0.032,0.077,0.46,0.307,GNN,80054918
30,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,17.51,1221,880,950,1107,0.034,0.078,0.467,0.313,TRAFFIC,80029918
30,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,15.48,929,929,929,1108,0.045,0.088,0.5,0.299,TIE,79994918
30,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,17.02,1116,927,1073,1031,0.03,0.074,0.499,0.297,TRAFFIC,80010118
30,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,18.46,1030,1185,1085,1209,0.03,0.082,0.442,0.303,GNN,79999918
30,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,16.17,1078,862,865,1035,0.029,0.077,0.553,0.292,TRAFFIC,79939918
30,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,23.27,1657,1135,1154,1287,0.03,0.083,0.464,0.298,TRAFFIC,79967918
30,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.45,1109,1105,1115,1115,0.037,0.081,0.493,0.322,TRAFFIC,80059918
30,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.49,1923,1736,1739,1855,0.036,0.09,0.443,0.324,TRAFFIC,79972318
30,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,15.11,1079,734,734,741,0.031,0.075,0.455,0.29,TIE,79914918
30,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.51,333,328,328,328,0.026,0.073,0.447,0.093,TIE,79979689
30,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,4.05,237,249,237,237,0.025,0.077,0.472,0.09,GNN,79967689
30,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.28,453,421,424,421,0.025,0.083,0.501,0.123,TRAFFIC,79962889
30,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.028,0.073,0.45,0.074,TIE,79990889
30,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,16.85,1053,969,1009,1091,0.027,0.181,0.479,0.318,TRAFFIC,79985789
30,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,12.12,673,781,663,756,0.026,0.074,0.507,0.24,GNN,79995189
30,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,12.9,759,789,741,779,0.028,0.081,0.46,0.317,GNN,80005689
30,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,18.62,1114,1121,1082,1161,0.032,0.077,0.462,0.29,GNN,79992489
30,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,13.38,785,821,736,808,0.028,0.076,0.433,0.293,GNN,80007789
30,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,11.32,669,690,669,1039,0.029,0.077,0.506,0.33,GNN,80023889
30,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,25.73,1523,1565,1487,1707,0.04,0.084,0.511,0.312,GNN,80051889
30,North to South,Shopping spree at Ozas while Ukmerges g. has construction,True,11.58,17.51,1221,880,950,1107,0.035,0.098,0.535,0.312,TRAFFIC,80026889
30,Pilaite to Pasilaiciai,Shopping spree at Ozas while Ukmerges g. has construction,True,9.88,15.48,929,929,929,1108,0.03,0.076,0.49,0.329,TIE,79991889
30,Lazdynai to Antakalnis,Shopping spree at Ozas while Ukmerges g. has construction,True,10.11,19.43,1404,927,1073,1220,0.031,0.078,0.479,0.281,TRAFFIC,80007089
30,Pilaite to Fabijoniskes,Shopping spree at Ozas while Ukmerges g. has construction,True,10.76,17.27,1030,1042,1074,1209,0.031,0.076,0.453,0.293,TRAFFIC,79996889
30,Lazdynai to Jeruzale,Shopping spree at Ozas while Ukmerges g. has construction,True,9.79,16.17,1078,862,862,1035,0.033,0.076,0.524,0.295,TIE,79936889
30,South to Northeast,Shopping spree at Ozas while Ukmerges g. has construction,True,11.13,23.23,1716,1072,1072,1287,0.031,0.076,0.454,0.299,TIE,79964889
30,Ring road W to E,Shopping spree at Ozas while Ukmerges g. has construction,True,16.35,25.29,1920,1115,1115,1876,0.039,0.085,0.456,0.363,TIE,80056889
30,Grigiskes to Verkiai,Shopping spree at Ozas while Ukmerges g. has construction,True,24.31,30.49,1923,1736,1835,1855,0.038,0.083,0.469,0.361,TRAFFIC,79969289
30,Salininkai to Seskine,Shopping spree at Ozas while Ukmerges g. has construction,True,9.3,15.67,1079,801,812,741,0.031,0.079,0.539,0.204,TRAFFIC,79911889
30,Old Town loop,Vingis park concert congestions + road closure,True,1.53,5.51,333,328,333,328,0.031,0.077,0.584,0.093,TRAFFIC,79982134
30,Gediminas Ave,Vingis park concert congestions + road closure,True,1.08,3.92,237,234,249,234,0.025,0.073,0.502,0.097,TRAFFIC,79970134
30,Station to centre,Vingis park concert congestions + road closure,True,1.69,7.55,453,453,453,421,0.024,0.07,0.457,0.086,TIE,79965334
30,Uzupis internal,Vingis park concert congestions + road closure,True,2.14,6.13,368,368,368,368,0.024,0.178,0.509,0.097,TIE,79993334
30,Zirmunai to Naujamiestis,Vingis park concert congestions + road closure,True,5.68,15.24,1053,776,895,1122,0.026,0.079,0.451,0.167,TRAFFIC,79988234
30,Antakalnis to centre,Vingis park concert congestions + road closure,True,3.93,10.76,673,618,617,756,0.028,0.076,0.51,0.264,TIE,79997634
30,Seskine to Old Town,Vingis park concert congestions + road closure,True,6.05,12.56,759,748,741,774,0.028,0.077,0.541,0.293,GNN,80008134
30,Karoliniskes to Uzupis,Vingis park concert congestions + road closure,True,7.56,18.58,1114,1116,1056,1161,0.031,0.08,0.503,0.3,GNN,79994934
30,Justiniskes to centre,Vingis park concert congestions + road closure,True,6.61,13.15,785,793,730,808,0.031,0.076,0.49,0.292,GNN,80010234
30,Fabijoniskes to river,Vingis park concert congestions + road closure,True,6.13,11.81,669,748,669,1039,0.029,0.087,0.502,0.3,GNN,80026334
30,West to East,Vingis park concert congestions + road closure,True,13.05,25.67,1523,1557,1585,1707,0.033,0.089,0.483,0.336,TRAFFIC,80054334
30,North to South,Vingis park concert congestions + road closure,True,11.58,17.82,1221,917,960,1107,0.033,0.087,0.454,0.308,TRAFFIC,80029334
30,Pilaite to Pasilaiciai,Vingis park concert congestions + road closure,True,9.88,15.55,929,937,929,929,0.03,0.08,0.494,0.293,GNN,79994334
30,Lazdynai to Antakalnis,Vingis park concert congestions + road closure,True,10.11,19.52,1404,938,1015,1220,0.05,0.077,0.52,0.306,TRAFFIC,80009534
30,Pilaite to Fabijoniskes,Vingis park concert congestions + road closure,True,10.76,17.93,1030,1122,1085,1209,0.031,0.076,0.455,0.297,GNN,79999334
30,Lazdynai to Jeruzale,Vingis park concert congestions + road closure,True,9.79,16.69,1078,925,862,1035,0.029,0.082,0.482,0.294,GNN,79939334
30,South to Northeast,Vingis park concert congestions + road closure,True,11.13,23.23,1716,1072,1154,1287,0.03,0.082,0.464,0.308,TRAFFIC,79967334
30,Ring road W to E,Vingis park concert congestions + road closure,True,16.35,25.21,1920,1105,1159,1876,0.036,0.081,0.528,0.326,TRAFFIC,80059334
30,Grigiskes to Verkiai,Vingis park concert congestions + road closure,True,24.31,30.18,1923,1698,1842,1815,0.037,0.087,0.478,0.323,TRAFFIC,79971734
30,Salininkai to Seskine,Vingis park concert congestions + road closure,True,9.3,15.11,1079,734,733,741,0.03,0.078,0.474,0.29,TIE,79914334
20,Old Town loop,Normal traffic,False,1.53,5.51,333,328,328,328,0.024,0.212,0.492,0.18,TIE,79979119
20,Gediminas Ave,Normal traffic,False,1.08,4.62,237,318,237,237,0.026,0.087,0.46,0.09,GNN,79967119
20,Station to centre,Normal traffic,False,1.69,8.93,453,619,453,421,0.024,0.079,0.448,0.117,GNN,79962319
20,Uzupis internal,Normal traffic,False,2.14,6.13,368,368,368,368,0.026,0.07,0.449,0.088,TIE,79990319
20,Zirmunai to Naujamiestis,Normal traffic,False,5.68,16.54,1053,932,865,1122,0.031,0.077,0.476,0.35,GNN,79985219
20,Antakalnis to centre,Normal traffic,False,3.93,10.57,673,596,598,668,0.027,0.089,0.476,0.22,TRAFFIC,79994619
20,Seskine to Old Town,Normal traffic,False,6.05,12.62,759,756,762,779,0.03,0.172,0.452,0.356,TRAFFIC,80005119
20,Karoliniskes to Uzupis,Normal traffic,False,7.56,18.58,1114,1116,1088,1161,0.032,0.07,0.467,0.301,GNN,79991919
20,Justiniskes to centre,Normal traffic,False,6.61,14.49,785,954,807,808,0.028,0.183,0.462,0.444,GNN,80007219
20,Fabijoniskes to river,Normal traffic,False,6.13,11.7,669,735,691,992,0.03,0.066,0.409,0.291,GNN,80023319
20,West to East,Normal traffic,False,13.05,24.83,1523,1457,1585,1707,0.03,0.152,0.452,0.392,TRAFFIC,80051319
20,North to South,Normal traffic,False,11.58,17.51,1221,880,950,1107,0.033,0.085,0.535,0.314,TRAFFIC,80026319
20,Pilaite to Pasilaiciai,Normal traffic,False,9.88,16.16,929,1010,929,1108,0.028,0.076,0.604,0.282,GNN,79991319
20,Lazdynai to Antakalnis,Normal traffic,False,10.11,21.87,1404,1220,1068,1220,0.029,0.072,0.491,0.22,GNN,80006519
20,Pilaite to Fabijoniskes,Normal traffic,False,10.76,17.26,1030,1041,1085,1217,0.03,0.072,0.579,0.295,TRAFFIC,79996319
20,Lazdynai to Jeruzale,Normal traffic,False,9.79,16.92,1078,952,862,1035,0.029,0.07,0.493,0.315,GNN,79936319
20,South to Northeast,Normal traffic,False,11.13,23.23,1716,1072,1154,1287,0.031,0.072,0.415,0.304,TRAFFIC,79964319
20,Ring road W to E,Normal traffic,False,16.35,25.21,1920,1105,1115,1876,0.042,0.194,0.659,0.42,TRAFFIC,80056319
20,Grigiskes to Verkiai,Normal traffic,False,24.31,30.49,1923,1736,1842,1855,0.035,0.096,0.62,0.314,TRAFFIC,79968719
20,Salininkai to Seskine,Normal traffic,False,9.3,15.07,1079,730,730,741,0.046,0.087,0.473,0.305,TIE,79911319
20,Old Town loop,all bridges old town destroyed_optimistic,True,1.53,5.55,333,333,333,328,0.024,0.073,0.489,0.074,TIE,79977287
20,Gediminas Ave,all bridges old town destroyed_optimistic,True,1.08,3.92,237,234,234,234,0.041,0.072,0.461,0.109,TIE,79965287
20,Station to centre,all bridges old town destroyed_optimistic,True,1.69,7.55,453,453,457,421,0.024,0.115,0.652,0.146,TRAFFIC,79960487
20,Uzupis internal,all bridges old town destroyed_optimistic,True,2.14,6.13,368,368,368,368,0.026,0.071,0.604,0.085,TIE,79988487
20,Zirmunai to Naujamiestis,all bridges old town destroyed_optimistic,True,7.05,16.45,1095,879,1078,1335,0.026,0.076,0.45,0.303,TRAFFIC,79983387
20,Antakalnis to centre,all bridges old town destroyed_optimistic,True,6.43,20.98,1045,1473,1025,1350,0.026,0.08,0.452,0.143,GNN,79992787
20,Seskine to Old Town,all bridges old town destroyed_optimistic,True,6.73,16.52,892,1091,878,1010,0.028,0.089,0.481,0.293,GNN,80003287
20,Karoliniskes to Uzupis,all bridges old town destroyed_optimistic,True,7.84,19.38,1161,1164,1147,1165,0.028,0.074,0.505,0.289,GNN,79990087
20,Justiniskes to centre,all bridges old town destroyed_optimistic,True,7.18,15.37,887,957,873,898,0.025,0.072,0.53,0.294,GNN,80005387
20,Fabijoniskes to river,all bridges old town destroyed_optimistic,True,6.13,11.7,669,735,669,1039,0.027,0.065,0.5,0.316,GNN,80021487
20,West to East,all bridges old town destroyed_optimistic,True,13.05,24.83,1523,1457,1593,1707,0.052,0.081,0.496,0.315,TRAFFIC,80049487
20,North to South,all bridges old town destroyed_optimistic,True,11.93,22.88,1375,1370,1370,1500,0.031,0.081,0.582,0.311,TIE,80024487
20,Pilaite to Pasilaiciai,all bridges old town destroyed_optimistic,True,9.88,17.5,929,1171,929,1108,0.028,0.075,0.499,0.31,GNN,79989487
20,Lazdynai to Antakalnis,all bridges old town destroyed_optimistic,True,10.3,17.11,1116,937,1073,1031,0.03,0.074,0.524,0.297,TRAFFIC,80004687
20,Pilaite to Fabijoniskes,all bridges old town destroyed_optimistic,True,10.76,17.31,1030,1047,1085,1209,0.031,0.075,0.476,0.293,TRAFFIC,79994487
20,Lazdynai to Jeruzale,all bridges old town destroyed_optimistic,True,9.79,17.32,1078,1001,1001,1035,0.029,0.077,0.476,0.289,TIE,79934487
20,South to Northeast,all bridges old town destroyed_optimistic,True,11.29,25.98,1657,1461,1461,1287,0.03,0.084,0.527,0.293,TIE,79962487
20,Ring road W to E,all bridges old town destroyed_optimistic,True,16.39,18.45,1109,1105,1115,1115,0.035,0.083,0.489,0.313,TRAFFIC,80054487
20,Grigiskes to Verkiai,all bridges old town destroyed_optimistic,True,26.28,43.01,2530,2631,2455,2402,0.035,0.08,0.545,0.322,GNN,79966887
20,Salininkai to Seskine,all bridges old town destroyed_optimistic,True,10.27,21.02,1221,1302,987,1118,0.028,0.082,0.454,0.292,GNN,79909487
20,Old Town loop,Car crashes in Lazdynai,True,1.53,5.51,333,328,328,328,0.031,0.075,0.438,0.069,TIE,79982160
20,Gediminas Ave,Car crashes in Lazdynai,True,1.08,3.92,237,234,234,234,0.024,0.072,0.501,0.09,TIE,79970160
20,Station to centre,Car crashes in Lazdynai,True,1.69,7.28,453,421,421,421,0.025,0.072,0.618,0.12,TIE,79965360
20,Uzupis internal,Car crashes in Lazdynai,True,2.14,6.13,368,368,368,368,0.025,0.188,0.475,0.097,TIE,79993360
20,Zirmunai to Naujamiestis,Car crashes in Lazdynai,True,5.68,15.88,1053,852,984,1091,0.027,0.09,0.469,0.343,TRAFFIC,79988260
20,Antakalnis to centre,Car crashes in Lazdynai,True,3.93,12.75,673,857,693,756,0.026,0.073,0.494,0.23,GNN,79997660
20,Seskine to Old Town,Car crashes in Lazdynai,True,6.05,12.86,759,784,735,779,0.025,0.083,0.476,0.309,GNN,80008160
20,Karoliniskes to Uzupis,Car crashes in Lazdynai,True,7.56,18.52,1114,1109,1071,1161,0.03,0.074,0.456,0.29,GNN,79994960
20,Justiniskes to centre,Car crashes in Lazdynai,True,6.61,13.22,785,801,740,808,0.027,0.086,0.439,0.292,GNN,80010260
20,Fabijoniskes to river,Car crashes in Lazdynai,True,6.13,11.7,669,735,735,1039,0.045,0.075,0.465,0.323,TIE,80026360
20,West to East,Car crashes in Lazdynai,True,13.05,26.41,1523,1646,1660,1707,0.038,0.085,0.477,0.314,TRAFFIC,80054360
20,North to South,Car crashes in Lazdynai,True,11.58,17.51,1221,880,952,1107,0.038,0.072,0.527,0.311,TRAFFIC,80029360
20,Pilaite to Pasilaiciai,Car crashes in Lazdynai,True,9.88,15.48,929,929,929,1108,0.029,0.073,0.443,0.297,TIE,79994360
20,Lazdynai to Antakalnis,Car crashes in Lazdynai,True,10.11,19.52,1404,938,1079,1220,0.029,0.077,0.437,0.305,TRAFFIC,80009560
20,Pilaite to Fabijoniskes,Car crashes in Lazdynai,True,10.76,17.25,1030,1040,1085,1209,0.037,0.075,0.519,0.294,TRAFFIC,79999360
20,Lazdynai to Jeruzale,Car crashes in Lazdynai,True,9.79,16.17,1078,862,862,1035,0.041,0.078,0.456,0.292,TIE,79939360
20,South to Northeast,Car crashes in Lazdynai,True,11.13,23.27,1716,1076,1076,1287,0.029,0.076,0.456,0.314,TIE,79967360
20,Ring road W to E,Car crashes in Lazdynai,True,16.35,25.21,1920,1105,1271,1876,0.033,0.095,0.55,0.321,TRAFFIC,80059360
20,Grigiskes to Verkiai,Car crashes in Lazdynai,True,24.31,30.49,1923,1736,1835,1855,0.037,0.078,0.527,0.341,TRAFFIC,79971760
20,Salininkai to Seskine,Car crashes in Lazdynai,True,9.3,15.07,1079,730,730,737,0.035,0.075,0.472,0.176,TIE,79914360
20,Old Town loop,Protest at seimas Closure on Gedimino pr.,True,1.53,5.51,333,328,333,328,0.025,0.072,0.484,0.092,TRAFFIC,79981718
20,Station to centre,Protest at seimas Closure on Gedimino pr.,True,1.69,7.55,453,453,453,421,0.024,0.081,0.456,0.087,TIE,79964918
20,Uzupis internal,Protest at seimas Closure on Gedimino pr.,True,2.14,6.13,368,368,368,368,0.024,0.089,0.472,0.116,TIE,79992918
20,Zirmunai to Naujamiestis,Protest at seimas Closure on Gedimino pr.,True,5.68,17.11,1053,1000,946,1091,0.137,0.076,0.403,0.291,GNN,79987818
20,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,12.12,673,781,618,756,0.026,0.078,0.462,0.255,GNN,79997218
20,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,15.85,952,950,897,939,0.038,0.108,0.473,0.319,GNN,80007718
20,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,21.62,1361,1233,1085,1484,0.029,0.081,0.459,0.291,GNN,79994518
20,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,13.52,785,837,829,808,0.028,0.07,0.481,0.29,GNN,80009818
20,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.89,669,758,669,1039,0.045,0.074,0.443,0.343,GNN,80025918
20,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,24.83,1523,1457,1585,1707,0.032,0.084,0.477,0.22,TRAFFIC,80053918
20,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,17.51,1221,880,950,1107,0.029,0.088,0.431,0.304,TRAFFIC,80028918
20,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,16.8,929,1087,929,1108,0.049,0.089,0.425,0.293,GNN,79993918
20,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,17.02,1116,927,1084,1031,0.049,0.073,0.484,0.321,TRAFFIC,80009118
20,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,17.92,1030,1120,1040,1209,0.029,0.077,0.486,0.296,GNN,79998918
20,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,16.17,1078,862,1056,1035,0.047,0.132,0.68,0.293,TRAFFIC,79938918
20,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,22.74,1657,1072,1154,1287,0.032,0.078,0.466,0.296,TRAFFIC,79966918
20,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.45,1109,1105,1115,1115,0.059,0.077,0.485,0.309,TRAFFIC,80058918
20,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.49,1923,1736,1835,1855,0.047,0.08,0.625,0.312,TRAFFIC,79971318
20,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,15.11,1079,734,816,741,0.032,0.081,0.493,0.285,TRAFFIC,79913918
20,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.51,333,328,328,328,0.025,0.067,0.455,0.124,TIE,79978689
20,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,3.92,237,234,234,234,0.023,0.066,0.477,0.091,TIE,79966689
20,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.28,453,421,516,421,0.026,0.072,0.505,0.126,TRAFFIC,79961889
20,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.027,0.078,0.551,0.089,TIE,79989889
20,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,15.4,1053,795,984,1091,0.029,0.194,0.531,0.399,TRAFFIC,79984789
20,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,10.59,673,598,596,756,0.027,0.071,0.482,0.169,GNN,79994189
20,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,13.0,759,801,870,779,0.027,0.078,0.497,0.211,TRAFFIC,80004689
20,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,18.75,1114,1136,1082,1161,0.029,0.075,0.496,0.288,GNN,79991489
20,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,13.95,785,889,730,808,0.028,0.075,0.48,0.288,GNN,80006789
20,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,11.88,669,757,690,1039,0.028,0.068,0.538,0.285,GNN,80022889
20,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,24.9,1523,1465,1657,1707,0.03,0.111,0.589,0.311,TRAFFIC,80050889
20,North to South,Shopping spree at Ozas while Ukmerges g. has construction,True,11.58,17.51,1221,880,960,1107,0.03,0.085,0.461,0.307,TRAFFIC,80025889
20,Pilaite to Pasilaiciai,Shopping spree at Ozas while Ukmerges g. has construction,True,9.88,16.09,929,1002,929,1108,0.035,0.099,0.464,0.293,GNN,79990889
20,Lazdynai to Antakalnis,Shopping spree at Ozas while Ukmerges g. has construction,True,10.11,21.45,1404,1170,1079,1220,0.042,0.074,0.511,0.303,GNN,80006089
